screen_seq,record_id,doi,arxiv_id,title,authors,year,venue,venue_tier,lineages,screen_score,abstract_available,decision,reason_code,note,lineage_final,screened_utc,screener
164,doi:10.1109/tmech.2025.3547909,10.1109/tmech.2025.3547909,,Dynamic Event-Triggered Fixed-Time Prescribed Performance Control for Uncertain Robot Manipulator With Actuator Faults,Ganghui Shen; Panfeng Huang; Jia Xu; Zhiqiang Ma; Yuanqing Xia,2025,IEEE/ASME Transactions on Mechatronics,C,L2_manipulator_actuator_sensor_fdi,11.318,true,EXCLUDE,OFF_TOPIC_OTHER,Event-triggered prescribed-performance FTC; controller synthesis,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
165,doi:10.1371/journal.pone.0322484,10.1371/journal.pone.0322484,,Federated fault diagnosis method for collaborative self-diagnosis and cross-robot peer diagnosis,Yan Qin; Ouyang Wang,2025,PLOS One,other,L_killer_precision; L_recent_2025_2026,11.159,true,INCLUDE_FULLTEXT,LINEAGE_QUOTA,Federated self- and cross-robot peer fault diagnosis (2025); L10 cross-robot,L10_cross_robot_few_shot,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
166,doi:10.2172/1915406,10.2172/1915406,,Semi-Supervised Domain Adaptation for Cross-Survey Galaxy Morphology Classification and Anomaly Detection,Aleksandra Ćiprijanović; Ashia Lewis; Kevin Pedro; Sandeep Madireddy; Brian Nord; Gabriel Perdue; Stefan Wild,2023,Semi-Supervised Domain Adaptation for Cross-Survey Galaxy Morphology Classification and Anomaly Detection,other,L10_cross_robot_few_shot; L8_public_benchmarks_transfer,11.159,true,EXCLUDE,NOT_ROBOT_DOMAIN,Galaxy morphology domain adaptation,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
167,doi:10.1016/j.engappai.2024.109323,10.1016/j.engappai.2024.109323,2408.03747v3,"Online model-based anomaly detection in multivariate time series: Taxonomy, survey, research challenges and future directions",Lucas Correia; Jan-Christoph Goos; Philipp Klein; Thomas Bäck; Anna V. Kononova,2024,Engineering Applications of Artificial Intelligence,other,L7_mtsad_context_ood_sequential; L8_public_benchmarks_transfer,11.133,true,INCLUDE_BACKGROUND,CONTEXT_RELEVANT,Online model-based MTSAD taxonomy survey (EAAI),L7_mtsad_context_ood_sequential,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
168,doi:10.1016/j.knosys.2023.110452,10.1016/j.knosys.2023.110452,,Residual shrinkage transformer relation network for intelligent fault detection of industrial robot with zero-fault samples,Zuoyi Chen; Ke Wu; Jun Wu; Chao Deng; Yuanhang Wang,2023,Knowledge-Based Systems,other,L_killer_precision,11.133,false,INCLUDE_FULLTEXT,LINEAGE_QUOTA,Zero-fault-sample industrial-robot fault detection via residual shrinkage transformer relation net (KBS); healthy-only L2,L2_manipulator_actuator_sensor_fdi,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
169,doi:10.15607/rss.2024.xx.114,10.15607/rss.2024.xx.114,,Real-Time Anomaly Detection and Reactive Planning with Large Language Models,Rohan Sinha; Amine Elhafsi; Christopher Agia; Matt Foutter; Edward Schmerling; Marco Pavone,2024,,other,L7_mtsad_context_ood_sequential; L8_public_benchmarks_transfer,11.133,true,INCLUDE_PRIORITY,DIRECT_NEIGHBOR_CANDIDATE,RSS24 LLM-based real-time robot anomaly detection + reactive planning; foundation-model runtime monitoring neighbor,L9_foundation_multimodal,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
170,doi:10.1007/978-981-96-4395-0_4,10.1007/978-981-96-4395-0_4,,Cross-Chain Network Anomaly Detection,Peng Jiang; Liehuang Zhu,2025,Blockchain Technology,other,L10_cross_robot_few_shot; L8_public_benchmarks_transfer,11.0,false,EXCLUDE,NOT_ROBOT_DOMAIN,Blockchain AD chapter,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
171,doi:10.1007/s11831-021-09694-4,10.1007/s11831-021-09694-4,,Particle Swarm Optimization Algorithm and Its Applications: A Systematic Review,Ahmed G. Gad,2022,Archives of Computational Methods in Engineering,other,L10_cross_robot_few_shot; L11_active_diagnosis,11.0,true,EXCLUDE,NOT_ROBOT_DOMAIN,PSO review,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
172,doi:10.1007/s43154-021-00057-2,10.1007/s43154-021-00057-2,,"Autonomy for Space Robots: Past, Present, and Future",Issa Nesnas; Lorraine Fesq; R. Volpe,2021,Current Robotics Reports,other,L10_cross_robot_few_shot; L7_mtsad_context_ood_sequential,11.0,true,EXCLUDE,SURVEY_TANGENTIAL,Space-robot autonomy review,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
173,doi:10.1109/access.2023.3347989,10.1109/access.2023.3347989,,"Physics-Informed Machine Learning for Data Anomaly Detection, Classification, Localization, and Mitigation: A Review, Challenges, and Path Forward",Mehdi Jabbari Zideh; Paroma Chatterjee; Anurag K. Srivastava,2023,IEEE Access,other,L10_cross_robot_few_shot; L7_mtsad_context_ood_sequential,11.0,true,EXCLUDE,NOT_ROBOT_DOMAIN,Physics-informed ML for grid anomaly review,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
174,doi:10.1109/iciea61579.2024.10665176,10.1109/iciea61579.2024.10665176,,Robot Anomaly Detection Using a Boosted Time Series Prediction Model,Yuan Miaolong; Yan Shijun; Liu Ning; Zhang Jie; Lee Kuo Wei,2024,2024 IEEE 19th Conference on Industrial Electronics and Applications (ICIEA),other,L7_mtsad_context_ood_sequential; L9_foundation_multimodal,11.0,true,INCLUDE_BACKGROUND,CONTEXT_RELEVANT,DCNN+LSTM boosted prediction for robot AD; weak conference,L7_mtsad_context_ood_sequential,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
175,doi:10.1145/3626235,10.1145/3626235,,Diffusion Models: A Comprehensive Survey of Methods and Applications,L. Yang; Zhilong Zhang; Yang Song; Shenda Hong; Runsheng Xu; Yue Zhao; Wentao Zhang; Bin Cui; Ming–Hsuan Yang,2023,ACM Computing Surveys,other,L10_cross_robot_few_shot; L9_foundation_multimodal,11.0,true,EXCLUDE,NOT_ROBOT_DOMAIN,Diffusion models survey,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
176,doi:10.1186/s40537-023-00727-2,10.1186/s40537-023-00727-2,,"A survey on deep learning tools dealing with data scarcity: definitions, challenges, solutions, tips, and applications",Laith Alzubaidi; Jinshuai Bai; Aiman Al-Sabaawi; José Santamaría; A. S. Albahri; Bashar Sami Nayyef Al-dabbagh; Mohammed A. Fadhel; Mohamed Manoufali; Jinglan Zhang; Ali H. Al‐Timemy; Ye Duan; Amjed Abdullah; Laith Farhan; Yi Lu; Ashish Gupta; Felix Albu; Amin Abbosh; Yuantong Gu,2023,Journal Of Big Data,other,L10_cross_robot_few_shot; L4_structured_chain_graph_dynamics,11.0,true,EXCLUDE,SURVEY_TANGENTIAL,Data-scarcity DL survey,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
177,doi:10.2139/ssrn.6826528,10.2139/ssrn.6826528,,A Cross-Layer Anomaly Detection Framework for WPA3 Networks Using RFE-Optimised Lightweight CNN,Naman Kumar,2026,,other,L10_cross_robot_few_shot; L8_public_benchmarks_transfer,11.0,false,EXCLUDE,NOT_ROBOT_DOMAIN,WPA3 network AD stub,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
178,tay:aursad universal robot screwdriving anomaly detection dataset|leporowski|2021,,2102.01409v2,AURSAD: Universal Robot Screwdriving Anomaly Detection Dataset,Błażej Leporowski; Daniella Tola; Casper Hansen; Alexandros Iosifidis,2021,arXiv,other,L8_public_benchmarks_transfer,11.0,true,INCLUDE_PRIORITY,DATASET_OR_CODE_PAPER,"AURSAD dataset paper; mandatory dataset (carded in V1, recount under V2)",L8_public_benchmarks_transfer,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
179,doi:10.1109/access.2023.3333242,10.1109/access.2023.3333242,,Anomaly Detection in Industrial Machinery Using IoT Devices and Machine Learning: A Systematic Mapping,Sérgio F. Chevtchenko; Élisson da Silva Rocha; Monalisa Cristina Moura Dos Santos; Ricardo Lins Mota; Diego Moura Vieira; Ermeson Andrade; Danilo Ricardo Barbosa De Araújo,2023,IEEE Access,other,L10_cross_robot_few_shot; L7_mtsad_context_ood_sequential,10.995,true,EXCLUDE,PROCESS_MACHINERY_ONLY,IoT machinery AD systematic mapping,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
180,doi:10.1109/lra.2023.3342558,10.1109/lra.2023.3342558,,Whole-Body Self-Collision Distance Detection for a Heavy-Duty Manipulator Using Neural Networks,Hua Liu; Hengsheng Wang; Xinping Guo,2024,IEEE Robotics and Automation Letters,R,L4_structured_chain_graph_dynamics,10.939,true,EXCLUDE,NOT_FAULT_ANOMALY_TOPIC,Geometric self-collision distance regression for planning,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
181,doi:10.1002/aisy.202400576,10.1002/aisy.202400576,,Deep Learning Methods in Soft Robotics: Architectures and Applications,Tomáš Čakurda; M Trojanová; Pavlo Pomin; Alexander Hošovský,2024,Advanced Intelligent Systems,other,L5_lie_geometry_equivariant; L9_foundation_multimodal,10.931,true,EXCLUDE,SURVEY_TANGENTIAL,DL in soft robotics review,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
182,doi:10.1115/1.4056830,10.1115/1.4056830,2304.00995v1,Kinetostatic Optimization for Kinematic Redundancy Planning of Nimbl’Bot Robot,Angelica Ginnante; Stéphane Caro; Enrico Simetti; François Leborne,2023,Journal of Mechanisms and Robotics,other,L4_structured_chain_graph_dynamics; L6_contact_collision_localization,10.832,true,EXCLUDE,NOT_FAULT_ANOMALY_TOPIC,Kinematic redundancy planning optimization,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
183,doi:10.1016/j.engappai.2024.108996,10.1016/j.engappai.2024.108996,,"Knowledge-based anomaly detection: Survey, challenges, and future directions",Abdul Qadir Khan; Saad El Jaouhari; Nouredine Tamani; Lina Mroueh,2024,Engineering Applications of Artificial Intelligence,other,L10_cross_robot_few_shot; L7_mtsad_context_ood_sequential,10.784,false,EXCLUDE,SURVEY_TANGENTIAL,Knowledge-based AD survey,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
184,doi:10.1109/tie.2020.3028813,10.1109/tie.2020.3028813,,Active Fault Detection of Soft Manipulator in Visual Servoing,Haoyuan Gu; Hesheng Wang; Fan Xu; Zhe Liu; Weidong Chen,2021,IEEE Transactions on Industrial Electronics,C,L5_lie_geometry_equivariant,10.683,true,INCLUDE_FULLTEXT,LINEAGE_QUOTA,Active fault detection with injected auxiliary signals for manipulator in visual servoing (TIE); L11 active-diagnosis quota,L11_active_diagnosis,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
185,doi:10.32604/cmc.2024.055538,10.32604/cmc.2024.055538,,Virtual Assembly Collision Detection Algorithm Using Backpropagation Neural Network,Baowei Wang; Wen You,2024,"Computers, Materials &amp; Continua",other,L3_learned_momentum_observer; L4_structured_chain_graph_dynamics,10.659,true,EXCLUDE,NOT_FAULT_ANOMALY_TOPIC,Virtual-assembly graphics collision detection,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
186,doi:10.1007/s10462-023-10466-8,10.1007/s10462-023-10466-8,,"Deep learning modelling techniques: current progress, applications, advantages, and challenges",Shams Forruque Ahmed; Md. Sakib Bin Alam; Maruf Hassan; Mahtabin Rodela Rozbu; Taoseef Ishtiak; Nazifa Rafa; M. Mofijur; A. B. M. Shawkat Ali; Amir H. Gandomi,2023,Artificial Intelligence Review,other,L5_lie_geometry_equivariant; L9_foundation_multimodal,10.5,true,EXCLUDE,NOT_ROBOT_DOMAIN,Generic DL techniques review,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
187,doi:10.1007/s10915-022-01939-z,10.1007/s10915-022-01939-z,,Scientific Machine Learning Through Physics–Informed Neural Networks: Where we are and What’s Next,Salvatore Cuomo; Vincenzo Schiano Di Cola; Fabio Giampaolo; Gianluigi Rozza; Maziar Raissi; Francesco Piccialli,2022,Journal of Scientific Computing,other,L4_structured_chain_graph_dynamics; L5_lie_geometry_equivariant,10.5,true,INCLUDE_BACKGROUND,CONTEXT_RELEVANT,PINN state-of-field review; physics-informed learning background for L4,L4_structured_chain_graph_dynamics,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
188,doi:10.1016/j.iot.2022.100568,10.1016/j.iot.2022.100568,,IoT anomaly detection methods and applications: A survey,Ayan Chatterjee; Bestoun S. Ahmed,2022,Internet of Things,other,L7_mtsad_context_ood_sequential; L9_foundation_multimodal,10.5,true,EXCLUDE,NOT_ROBOT_DOMAIN,IoT AD survey,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
189,doi:10.1016/j.jmsy.2024.06.004,10.1016/j.jmsy.2024.06.004,,Digital twin-based anomaly detection for real-time tool condition monitoring in machining,Zepeng Liu; Zi–Qiang Lang; Yufei Gui; Yunpeng Zhu; Hatim Laalej,2024,Journal of Manufacturing Systems,other,L7_mtsad_context_ood_sequential; L9_foundation_multimodal,10.5,true,EXCLUDE,PROCESS_MACHINERY_ONLY,Digital-twin tool condition monitoring,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
190,doi:10.1016/j.rser.2022.112395,10.1016/j.rser.2022.112395,,"A review of computing-based automated fault detection and diagnosis of heating, ventilation and air conditioning systems",Jianli Chen; Liang Zhang; Yanfei Li; Yifu Shi; Xinghua Gao; Yuqing Hu,2022,Renewable and Sustainable Energy Reviews,other,L11_active_diagnosis; L7_mtsad_context_ood_sequential,10.5,false,EXCLUDE,NOT_ROBOT_DOMAIN,HVAC FDD review,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
191,doi:10.1017/dce.2026.10059,10.1017/dce.2026.10059,,Data-driven anomaly detection for graph-based formation control in a robot swarm,Philipp Ziegler; Ingeborg Wenger; Peter Eberhard,2026,Data-Centric Engineering,other,L_killer_precision; L_recent_2025_2026,10.5,true,INCLUDE_BACKGROUND,CONTEXT_RELEVANT,"Contextual AD for swarm formation control; contextual-AD concept, wrong platform",L7_mtsad_context_ood_sequential,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
192,doi:10.1021/acs.chemrev.3c00189,10.1021/acs.chemrev.3c00189,,Machine Learning Methods for Small Data Challenges in Molecular Science,Bozheng Dou; Zailiang Zhu; Ekaterina Merkurjev; Ke Lü; Long Chen; Jiang Jian; Yueying Zhu; Jie Liu; Bengong Zhang; Guo‐Wei Wei,2023,Chemical Reviews,other,L4_structured_chain_graph_dynamics; L5_lie_geometry_equivariant,10.5,true,EXCLUDE,NOT_ROBOT_DOMAIN,Molecular small-data ML review,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
193,doi:10.1021/acs.jctc.4c00190.s001,10.1021/acs.jctc.4c00190.s001,,Scalable Parallel Algorithm for Graph Neural Network Interatomic Potentials in Molecular Dynamics Simulations,Yutack Park; Jaesun Kim; Seungwoo Hwang; Seungwu Han,2024,Journal of Chemical Theory and Computation,other,L4_structured_chain_graph_dynamics; L5_lie_geometry_equivariant,10.5,false,EXCLUDE,NOT_ROBOT_DOMAIN,GNN interatomic potential supplement,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
194,doi:10.1038/s42256-024-00859-x,10.1038/s42256-024-00859-x,,Machine learning for micro- and nanorobots,Lidong Yang; Jialin Jiang; Fengtong Ji; Yangmin Li; Kai Leung Yung; Antoine Ferreira; Li Zhang,2024,Nature Machine Intelligence,S,L_killer_precision,10.5,false,EXCLUDE,WRONG_OBJECT,ML for micro/nanorobots (NMI); Tier-S but not manipulator FDI — contract forbids weak-relation Nature/Science padding,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
195,doi:10.1107/s1600577526007277/yn5136sup1.pdf,10.1107/s1600577526007277/yn5136sup1.pdf,,"<i>GoniOwl</i>
                      : convolutional neural network-based sample state detection for collision prevention on synchrotron beamlines",Christian M. Orr; James O'Hea; Armin Wagner,2026,,other,L3_learned_momentum_observer; L4_structured_chain_graph_dynamics,10.5,false,EXCLUDE,NOT_ROBOT_DOMAIN,Synchrotron beamline sample-state CNN (supplement file record),,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
196,doi:10.1109/access.2022.3224023,10.1109/access.2022.3224023,,Deep Reinforcement Learning for Anomaly Detection: A Systematic Review,Kinza Arshad; Rao Faizan Ali; Amgad Muneer; Izzatdin Abdul Aziz; Sheraz Naseer; Nabeel Sabir Khan; Shakirah Mohd Taib,2022,IEEE Access,other,L7_mtsad_context_ood_sequential; L9_foundation_multimodal,10.5,true,EXCLUDE,SURVEY_TANGENTIAL,DRL-for-AD review,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
197,doi:10.1109/access.2024.3361039,10.1109/access.2024.3361039,,"A Comprehensive Review on Cyber-Attacks in Power Systems: Impact Analysis, Detection, and Cyber Security",Naveen Tatipatri; S. L. Arun,2024,IEEE Access,other,L11_active_diagnosis; L5_lie_geometry_equivariant,10.5,true,EXCLUDE,NOT_ROBOT_DOMAIN,Power-system cyber-attack review,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
198,doi:10.1109/access.2024.3361829,10.1109/access.2024.3361829,,"Anomaly Detection in Connected and Autonomous Vehicles: A Survey, Analysis, and Research Challenges",Sihem Baccari; Mohamed Hadded; Hakim Ghazzai; Haifa Touati; Mourad Elhadef,2024,IEEE Access,other,L7_mtsad_context_ood_sequential; L9_foundation_multimodal,10.5,true,EXCLUDE,NOT_ROBOT_DOMAIN,Autonomous-vehicle AD survey,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
199,doi:10.1109/aiita69518.2026.11567056,10.1109/aiita69518.2026.11567056,,Physical Residual Enhancement Lightweight Temporal Fault Diagnosis Method for Robot Joint Modules,Shang Wang,2026,2026 6th International Conference on Artificial Intelligence and Industrial Technology Applications (AIITA),other,L_killer_precision; L_recent_2025_2026,10.5,false,INCLUDE_FULLTEXT,LINEAGE_QUOTA,"Physical-residual-enhanced lightweight temporal FD for robot joint modules (2026); physics-residual learning at weak venue — occupancy-relevant, must read",L3_learned_momentum_observer,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
200,doi:10.1109/isctis70043.2026.11572369,10.1109/isctis70043.2026.11572369,,Lightweight Transformer for Anomaly Detection of Kitchen Robot Arm,Yucheng Miao; Jiping Xu; Haoyu Wang,2026,2026 6th International Symposium on Computer Technology and Information Science (ISCTIS),other,L_killer_precision; L_recent_2025_2026,10.5,false,INCLUDE_BACKGROUND,CONTEXT_RELEVANT,"Lightweight transformer AD for kitchen robot arm; weak venue, no abstract",L7_mtsad_context_ood_sequential,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
201,doi:10.1109/jproc.2021.3052449,10.1109/jproc.2021.3052449,,A Unifying Review of Deep and Shallow Anomaly Detection,Lukas Ruff; Jacob R. Kauffmann; Robert A. Vandermeulen; Gregoire Montavon; Wojciech Samek; Marius Kloft; Thomas G. Dietterich; Klaus-Robert Muller,2021,Proceedings of the IEEE,other,L7_mtsad_context_ood_sequential; L9_foundation_multimodal,10.5,true,INCLUDE_FULLTEXT,METHOD_RELEVANT,Ruff et al. unifying deep/shallow AD review (Proc IEEE); canonical AD-theory anchor for L7,L7_mtsad_context_ood_sequential,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
202,doi:10.1109/jsac.2022.3156632,10.1109/jsac.2022.3156632,,Integrated Sensing and Communications: Toward Dual-Functional Wireless Networks for 6G and Beyond,Fan Liu; Yuanhao Cui; Christos Masouros; Jie Xu; Tony Xiao Han; Yonina C. Eldar; Stefano Buzzi,2022,IEEE Journal on Selected Areas in Communications,other,L4_structured_chain_graph_dynamics; L5_lie_geometry_equivariant,10.5,true,EXCLUDE,NOT_ROBOT_DOMAIN,ISAC 6G overview,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
203,doi:10.1109/tsp.2022.3158588,10.1109/tsp.2022.3158588,,KalmanNet: Neural Network Aided Kalman Filtering for Partially Known Dynamics,Guy Revach; Nir Shlezinger; Xiaoyong Ni; Adrià López Escoriza; Ruud J. G. van Sloun; Yonina C. Eldar,2022,IEEE Transactions on Signal Processing,other,L4_structured_chain_graph_dynamics; L5_lie_geometry_equivariant,10.5,true,INCLUDE_FULLTEXT,METHOD_RELEVANT,KalmanNet: NN-aided filtering under partially known dynamics; hybrid structured-estimation line relevant to learned observers,L3_learned_momentum_observer,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
